776625914218065920,,,2016-09-16 03:37:01 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",OCDBT4ME on Lyrics?: Hey Kev - I always find it easier to discern lyrics by listening to live recordings inst... https://t.co/3Wyd5ZGKWX,,,,http://bit.ly/2d2itIh
779007258759868416,,,2016-09-22 17:19:38 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",junglelove on Downtown Artery - 09/15/16: This show is available here (with the additional covers)https://arc... https://t.co/Xp2onLesBA,,,,http://bit.ly/2cUdqvC
780545709095268352,,,2016-09-26 23:12:53 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Kzoofurr on The Blind Pig - 09/25/16: Made the trip from KZOO. Really enjoyed the show. Never disappoint. Any... https://t.co/0s6T1SLlZX,,,,http://bit.ly/2deNpUA
780545709095268352,,,2016-09-27 23:12:53 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","A2_BT_fan on The Blind Pig - 09/25/16: I didn't have to travel so far - first time they came to Ann Arbor since I knew the band, but I learned that they actually were at the Blind Pig way, way back, touring with David Vandervelde. https://t.co/0s6T1SLlZX",,,,http://bit.ly/2deNpUA
780834853918953472,,,2016-09-27 18:21:51 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Gene Fontaine on Tickets for Boston tonight: Selling a pair for $40. Let me know if you're interested! https://t.co/YGAOqMQWfC,,,,http://bit.ly/2dx7c3d
780980323504885761,,,2016-09-28 03:59:53 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",OCDBT4ME on Bootleg thread: @Junglelove - get a flight to the states and I'll set you up with a free place to... https://t.co/Uiokx1SExf,,,,http://bit.ly/2d5mWOR
781420390249738240,,,2016-09-29 09:08:33 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",junglelove on Bootleg thread: Lol - I'm over the pond mid November but the tour looks over by then. https://t.co/TYBNG8ZBPU,,,,http://bit.ly/2d93iBB
781666668103610368,,,2016-09-30 01:27:10 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","OCDBT4ME on Bootleg thread: Guess you'll just need to get yourself to Portland for a local show, then! Safe travels! https://t.co/qhq7dyObc7",,,,http://bit.ly/2df64kQ
782374295217385472,,,2016-10-02 00:19:02 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","keithmi on Tour...: What will it take these folks to tour Canada, in particular Alberta? I first heard them i... https://t.co/s2bDxcHYmq",,,,http://bit.ly/2dj1zY1
782410289115336705,,,2016-10-02 02:42:04 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",OCDBT4ME on Tour...: They were in Edmonton last June and played there 3 other times over the past 8 years. I'... https://t.co/Cd2xmmRA5j,,,,http://bit.ly/2dIXvP1
784171570478522368,,,2016-10-06 23:20:46 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",wakeman on Marty Marquis solo album: Just wanted to bring to everyone's attention that Marty posted a new alb... https://t.co/lgWH6IuPhH,,,,http://bit.ly/2e6XCag
784911536682700800,,,2016-10-09 00:21:07 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","munkymufin1 on Marty Marquis solo album: I've had ""Cascadian"" stuck in my head all day.  I am really, really ... https://t.co/IS0Da11BWn",,,,http://bit.ly/2dVqKgF
785505200932917248,,,2016-10-10 15:40:08 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",junglelove on Bootleg thread: Another storybook show up on the archive - think the setlist needs a bit of twe... https://t.co/d7GbzI6HfZ,,,,http://bit.ly/2dOKOTc
785920494788747264,,,2016-10-11 19:10:22 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",marty on Marty Marquis solo album: Thanks guys! I'm going to release it physically before too long but I want... https://t.co/2flh9L9yrY,,,,http://bit.ly/2dObJzj
786412919160393728,,,2016-10-13 03:47:05 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Swahoogie on Marty Marquis solo album: Great stuff Marty! I'm digging it. Sorry I missed you guys at City Win... https://t.co/xUVjsCojXd,,,,http://bit.ly/2dL2SPV
